scenario_id,miss_distance_km,risk_score,approx_pc,optimal_action_id,risk_level,time_to_tca_min
sc_00807_0920cd5a73,1.7359535246973632,0.9652809295060527,4.4327298811672316e-05,0,high,260.88909813333333
sc_00824_fe3b8c9289,3.3839534837847522,0.932320930324305,6.526066408719276e-07,0,medium,260.51563358333334
sc_00841_c67aa0e318,2.3728901782917196,0.9525421964341656,1.1979477467557533e-05,0,medium,182.06100215
sc_00858_3a348fbb96,1.3594710722173369,0.9728105785556532,7.937861284144736e-05,0,high,336.4405496
sc_00875_03a8b2b2e7,38.54789737065448,0.22904205258691035,0.0,0,low,150.40878141666664
sc_00892_7b5b0b96ea,35.15711606685328,0.29685767866293444,8.489474422009129e-273,0,low,88.59280489999999
sc_00909_6f31d9b7d5,15.769506133353618,0.6846098773329277,2.0267083716632863e-58,0,low,251.414614
sc_00926_ebe1c81601,1.2110242534564943,0.9757795149308701,9.606267297739384e-05,0,high,173.00190931666666
sc_00943_a33164bdd3,0.7392807340047597,0.9852143853199048,0.00015216670964055695,0,high,333.9476846833333
sc_00960_ed5471315f,1.9415149360449808,0.9611697012791004,3.0376391255793096e-05,0,high,48.56882775
sc_00977_7bdc40474f,1.5806190178136408,0.9683876196437272,5.734949495338792e-05,0,high,224.67762423333335
sc_00994_268be658d6,2.4596589459599705,0.9508068210808006,9.713908963379486e-06,0,medium,183.04229163333332
sc_01011_265d0080cc,1.1921485406923817,0.9761570291861523,9.826612444890184e-05,0,high,123.76119731666667
sc_01028_80dd70c380,18.510575525403773,0.6297884894919246,8.031380062788138e-79,0,low,299.33645594999996
sc_01045_19d1227b2d,15.583388395198243,0.6883322320960351,3.7479201597303216e-57,0,low,309.99705181666667
sc_01062_ccfe64ec3b,0.47248502363298944,0.9905502995273402,0.00017886073455085962,4,high,245.5611379
sc_01079_fbcb44ada5,7.5280576506479875,0.8494388469870402,9.911153092310338e-17,0,medium,340.76901275
sc_01096_262cad11fc,1.8044661190007045,0.963910677619986,3.9264907178827754e-05,0,high,347.5534410166667
sc_01113_d59737ca80,0.2406090373746102,0.9951878192525078,0.0001942748504792642,0,high,351.2854967
sc_01130_77698852a9,0.887824349083084,0.9822435130183383,0.0001348469918284138,0,high,104.7737763
sc_01147_abe872ebaa,1.4525084170835814,0.9709498316583284,6.96465035853126e-05,0,high,232.85503758333334
sc_01164_cf2b68f7e5,1.295783757664013,0.9740843248467197,8.638150087289038e-05,0,high,264.4799658666667
sc_01181_2dc14e07b4,6.447382061383231,0.8710523587723353,1.8851804178974103e-13,0,medium,146.01204866666666
sc_01198_7d13b34772,27.69923676793921,0.44601526464121577,5.151343231967155e-171,0,low,153.1661636
sc_01215_674500a645,3.7287509194316066,0.9254249816113679,1.9149774835395956e-07,0,medium,42.219071516666666
sc_01232_7ee37e57da,13.219450492765356,0.7356109901446929,2.2775080253064905e-42,0,low,351.0044384
sc_01249_dfdc1f618b,3.1428366166085793,0.9371432676678284,1.4333296925082175e-06,0,medium,30.829985933333333
sc_01266_6a200b5c70,0.11784074019759955,0.997643185196048,0.00019859644393281753,0,critical,265.77985348333334
sc_01283_6ab20a80df,30.674207839461854,0.38651584321076293,1.0140310381921261e-208,0,low,216.5759934
sc_01300_f3245cac03,8.280047918673004,0.8343990416265399,2.6003717865323864e-19,0,low,333.09007675
sc_01317_ccdb65388e,1.4833933772105634,0.9703321324557888,6.655970920352745e-05,0,medium,210.12851223333334
sc_01334_6491e1f360,1.4604985706744198,0.9707900285865116,6.884075757961803e-05,0,medium,351.61787855
sc_01351_a55ae2c10c,1.4740048043919027,0.9705199039121619,6.749009953115245e-05,0,high,161.20968908333333
sc_01368_50cbb0481a,0.534226959995179,0.9893154608000965,0.0001733880970714331,0,high,198.19323445
sc_01385_d3a4c7069f,0.30705099653898305,0.9938589800692204,0.00019077255898817383,0,high,187.60626353333333
sc_01402_bdfc2bc6f6,0.9466749859116635,0.9810665002817667,0.00012776152142131772,0,high,179.98435114999998
sc_01419_8488eba1db,3.7781780804351963,0.9244364383912961,1.5907431880808426e-07,0,medium,306.0158521
sc_01436_7cb75d75c5,0.815258640070145,0.9836948271985971,0.00014344149840443208,0,high,41.5025274
sc_01453_6e0bd88507,21.058027678132838,0.5788394464373432,1.044064298313984e-100,0,low,241.02724665
sc_01470_85fb261fc2,35.623480190174696,0.2875303961965061,5.77655621489755e-280,0,low,253.60040651666668
sc_01487_2fb9d6f29d,30.488759601799913,0.3902248079640017,2.9431443537980374e-206,0,low,279.5013852833333
sc_01504_557d5682de,1.081873423306841,0.9783625315338632,0.00011139147919275383,0,high,222.93953003333334
sc_01521_65720fa6b5,1.6745195985706562,0.9665096080285869,4.9222439913680994e-05,0,medium,187.16682896666669
sc_01538_ada554d123,22.924427958930664,0.5415114408213867,1.5672508088357766e-118,0,low,39.97088835
sc_01555_a2f77d6dce,4.486184314579903,0.9102763137084019,8.53396420368882e-09,0,medium,238.93472803333333
sc_01572_674df8f154,29.197425437617852,0.41605149124764296,1.5985284981528544e-189,0,low,134.86487553333333
sc_01589_60580584cc,0.609843625622877,0.9878031274875425,0.0001660487369407539,0,high,269.35269208333335
sc_01606_b6707b9c26,5.462590121212224,0.8907481975757555,6.637193879746616e-11,0,medium,76.0528597
sc_01623_ba9744dd8c,1.0426252180929654,0.9791474956381407,0.0001161332277064264,0,medium,253.61521141666665
sc_01640_3e64bb40be,1.2599310233891257,0.9748013795322175,9.04306847673978e-05,0,medium,279.3647442833333
sc_01657_d8d41fbd26,1.1722671831830744,0.9765546563363385,0.00010060288154166997,0,high,225.12667851666666
sc_01674_ab63002561,7.851034477060861,0.8429793104587828,8.272600723417754e-18,0,medium,41.5049256
sc_01691_b72738f355,30.82048018070601,0.3835903963858798,1.1298302594672092e-210,0,low,280.1133444166666
sc_01708_968fa849a3,30.365341520780316,0.3926931695843937,1.2575696838274442e-204,0,low,155.71856871666665
sc_01725_b1b6028fad,0.07106830288447072,0.9985786339423106,0.00019947566964385592,0,critical,84.47849835000001
sc_01742_32eaf6918c,0.39147469730793155,0.9921705060538414,0.00018523009594039415,0,critical,288.7647438
sc_01759_1e7d90cdc0,0.9694340612466524,0.9806113187750669,0.00012500617766692755,0,high,191.90887518333332
sc_01776_fa527865d0,5.580549545912731,0.8883890090817455,3.460569567094006e-11,0,medium,50.34647005
sc_01793_fbb8cb126f,0.2617950984854821,0.9947640980302903,0.00019324377238249917,0,critical,282.728433
sc_01810_1a50b1d620,0.9084561075123753,0.9818308778497525,0.0001323715024983922,0,high,356.61147545
sc_01827_9a45060bc8,0.21616669547055734,0.9956766660905888,0.00019536228127860813,0,high,36.182944066666664
sc_01844_b13a5605db,4.318991487300888,0.9136201702539822,1.7815368932829572e-08,0,medium,345.2784809833333
sc_01861_c2ad08f92f,2.0753803292149495,0.958492393415701,2.3215750629028847e-05,0,medium,207.22154611666667
sc_01878_29e7b0cefa,27.629668386952325,0.44740663226095345,3.5291291762886566e-170,0,low,255.3464773
sc_01895_5f27465c8e,0.3753833929955122,0.9924923321400898,0.0001863763600810882,0,critical,140.89423440000002
sc_01912_98dd93168c,2.711145305339343,0.9457770938932132,5.070454288844738e-06,0,medium,241.64981183333333
sc_01929_c4a4cdf9f8,14.112992469525805,0.7177401506094838,1.134152633733345e-47,0,low,40.743175883333336
sc_01946_ee94869e7a,5.696677224884574,0.8860664555023086,1.798044307823835e-11,0,medium,325.21610168333336
sc_01963_3f163bd115,1.4807434382395466,0.9703851312352091,6.682160294876695e-05,0,high,323.7446836333333
sc_01980_5f891b63ea,8.880461907564179,0.8223907618487164,1.5062673796094178e-21,0,low,122.74874273333333
sc_01997_1369636bcb,0.16273065341518048,0.9967453869316963,0.00019734985407734575,0,critical,256.93227558333336
sc_02014_a1d1fb91f9,1.4713638462991065,0.9705727230740179,6.775307337534104e-05,0,high,333.13272928333333
sc_02031_43e859c06b,1.1304583406272732,0.9773908331874546,0.00010556355958329072,0,high,157.25090858333334
sc_02048_2542565b0b,7.18650332770803,0.8562699334458395,1.2228084265650422e-15,0,medium,286.8839268666667
sc_02065_e5b236cf90,0.6483169725049884,0.9870336605499003,0.0001620785244744483,0,high,277.7517843166667
sc_02082_395393d104,0.5480268256006993,0.989039463487986,0.0001720982760329883,0,high,180.8999118
sc_02099_aaa69837fd,1.6064230831532975,0.9678715383369341,5.503937440422853e-05,0,high,220.5599319833333
sc_02116_f32da381cf,7.685054816660645,0.8462989036667871,3.0028815221177396e-17,0,low,298.1616766166666
sc_02133_4c6e267b48,2.6652159227179872,0.9466956815456402,5.736702382805727e-06,0,medium,112.56027518333333
sc_02150_835b15cddc,27.473907867759262,0.45052184264481476,2.5777906129787877e-168,0,low,318.61130936666666
sc_02167_3aac244b2d,3.616179423580374,0.9276764115283925,2.895273052073143e-07,0,medium,310.1424459333333
sc_02184_4c8383f5e3,7.494252575160136,0.8501149484967973,1.2775770848069146e-16,0,medium,138.87302593333334
sc_02201_442136624d,9.968431121574719,0.8006313775685057,5.312580583486427e-26,0,low,272.26090583333337
sc_02218_b3d0ff20b7,5.834118343085484,0.8833176331382904,8.141392104679922e-12,0,low,110.16319441666666
sc_02235_e92965b491,1.4219930652491164,0.9715601386950177,7.276872970049026e-05,0,high,173.4845719666667
sc_02252_a09f6c626b,8.34669318430067,0.8330661363139866,1.4943077260492803e-19,0,low,100.59984764999999
sc_02269_c6f872033d,0.2597027087807841,0.9948059458243843,0.00019334922214639646,0,critical,100.45876108333333
sc_02286_c0b0bfee29,1.1787158251874648,0.9764256834962507,9.984323788931846e-05,0,high,73.47252213333333
sc_02303_ca556fe5e1,2.1658401027013094,0.9566831979459738,1.9163745063152616e-05,0,medium,180.44269775
sc_02320_945a59b7a7,1.2770468113136624,0.9744590637737267,8.848867933197782e-05,0,high,33.34635483333333
sc_02337_b85729d529,29.52189448809399,0.40956211023812017,1.1665788829256363e-193,0,low,259.1582831833333
sc_02354_00f5d35f78,0.3746823995702789,0.9925063520085944,0.0001864253591457105,1,critical,89.81943096666667
sc_02371_7bcd4387e1,5.876567624615808,0.8824686475076838,6.349848382640376e-12,0,medium,164.52482653333334
sc_02388_e84f7abc3d,1.0799701616497321,0.9784005967670053,0.00011162085524765425,0,high,253.5271855
sc_02405_f02e832e79,34.36119040321326,0.3127761919357348,8.764783254292843e-261,0,low,99.48756593333333
sc_02422_e1a895ea04,4.758878192454053,0.904822436150919,2.4197011917988403e-09,0,medium,53.4672042
sc_02439_0154101bb8,5.594214237387264,0.8881157152522547,3.206214554698107e-11,0,medium,231.41631726666668
sc_02456_7a1a72e503,0.020656577347039986,0.9995868684530592,0.00019993734566364394,0,critical,81.30821263333334
sc_02473_f8d14ff6ed,1.2687638109787944,0.9746247237804241,8.942649899110478e-05,0,high,202.18083658333336
sc_02490_fb3c363ea1,4.9580805530049155,0.9008383889399016,9.193579534299372e-10,0,medium,194.44669131666666
sc_02507_7619dbf01e,3.128352745872247,0.937432945082555,1.4999191413095436e-06,0,medium,99.82366529999999
sc_02524_0dd97397b2,2.607880245561141,0.9478423950887772,6.672787588439275e-06,0,medium,217.36072716666666
sc_02541_0a1037abd1,4.615528723628561,0.9076894255274288,4.737383598999907e-09,0,medium,235.39309886666666
sc_02558_01700a3379,2.689540819079586,0.9462091836184083,5.375029745937931e-06,0,medium,64.67373195
sc_02575_8b64eaa025,29.813107830846146,0.40373784338307706,2.066192399313979e-197,0,low,37.85074521666666
sc_02592_a5eb6a20a1,1.0380136685048633,0.9792397266299028,0.00011669165770527063,0,high,282.01147003333335
sc_02609_284c8e0491,0.03289974076237195,0.9993420051847526,0.0001998718136254851,0,critical,320.30383509999996
sc_02626_94167a3d93,27.689488208549584,0.4462102358290083,6.747760314522873e-171,0,low,110.00139091666667
sc_02643_ba0ebdfdaf,1.007477783881173,0.9798504443223766,0.0001203931183332153,0,high,199.74251421666668
sc_02660_18307e277c,27.849254828646174,0.4430149034270765,7.990120318698065e-173,0,low,270.62177395
sc_02677_7ddae9cbe4,1.9039658820218395,0.9619206823595632,3.2650349750437664e-05,0,high,149.51633168333333
sc_02694_5dbfe45973,5.063117760054709,0.8987376447989058,5.431735234946083e-10,0,medium,69.29228696666668
sc_02711_70a01697ef,0.8633005883149325,0.9827339882337014,0.00013777345135641765,0,high,306.18937339999997
sc_02728_2fadf2d320,0.40977018357445466,0.9918045963285109,0.00018387753486185995,0,high,144.14471036666666
sc_02745_4925e56f57,1.9960253007643736,0.9600794939847125,2.7285571795778037e-05,0,high,80.47354829999999
sc_02762_ae7be5cf78,34.36644605409626,0.3126710789180749,7.316672268812453e-261,0,low,65.66706555
sc_02779_551ae2c904,0.055741238066335415,0.9988851752386733,0.00019966959672232796,0,critical,242.3687912
sc_02796_4e816eea37,14.111527333513042,0.7177694533297392,1.1578445229038323e-47,0,low,144.37480474999998
sc_02813_3d94765f9d,12.870840458680455,0.7425831908263909,2.1492642525101042e-40,0,low,303.3015472833333
sc_02830_749acd3a1a,1.9337707483252344,0.9613245850334953,3.0835594021490056e-05,0,high,128.50796403333334
sc_02847_cb193f71d4,7.5269004236546575,0.8494619915269068,9.997857588912855e-17,0,medium,206.23043015
sc_02864_214bb37193,0.8943982476031019,0.982112035047938,0.00013405943579252653,0,high,294.291019
sc_02881_989b91eb4f,0.5630125065295165,0.9887397498694097,0.00017067167435465649,0,high,350.32549226666663
sc_02898_a8ffcec639,6.62353083061327,0.8675293833877346,5.962626799531508e-14,0,medium,84.84078563333334
sc_02915_866db83a8a,0.10873095193092003,0.9978253809613816,0.00019880148274205306,0,critical,222.15379829999998
sc_02932_6a45817b8e,3.6462014998611894,0.9270759700027762,2.5962664923155485e-07,0,medium,35.91565928333333
sc_02949_24403212d6,2.6645548644741432,0.9467089027105171,5.746816307329259e-06,0,medium,359.44910725000005
sc_02966_1c6062841d,3.0226785958867612,0.9395464280822647,2.0758717961038095e-06,0,medium,261.0275791
sc_02983_ad90821ba8,0.055862016957700385,0.9988827596608459,0.00019966825115648278,0,critical,184.50941645
sc_03000_4e1b1573aa,16.482786389337043,0.6703442722132591,2.0503834983769787e-63,0,low,174.05009418333333
sc_03017_337dddca78,33.64037783888561,0.3271924432222878,3.8499015781246073e-250,0,low,143.12750211666668
sc_03034_a25e483559,6.2658730039961155,0.8746825399200777,5.975654510599588e-13,0,medium,103.52092023333333
sc_03051_94b89d33f1,0.0424184940305792,0.9991516301193885,0.00019980018600844712,0,critical,41.17741158333333
sc_03068_22a684244f,0.2459474848045214,0.9950810503039096,0.0001940227292169644,0,critical,57.62426001666667
sc_03085_45c0bf626b,0.5618424033090523,0.9887631519338189,0.00017078401880063037,0,high,119.01891065
sc_03102_4ff209afdf,0.30742478392216527,0.9938515043215567,0.0001907506538016531,0,critical,301.62778426666665
sc_03119_241d5241e8,0.326262470087652,0.993474750598247,0.0001896156433773033,0,critical,101.13083893333334
sc_03136_420abc00ab,4.553027674327177,0.9089394465134565,6.309008598900395e-09,0,medium,311.00865581666665
sc_03153_4505937300,7.6277669809527655,0.8474446603809447,4.655957988017431e-17,0,medium,102.5268679
sc_03170_73f11c545e,0.924914789636164,0.9815017042072767,0.00013038954326548754,0,high,138.12089845
sc_03187_87eb32b9dc,1.3598106192323052,0.9728037876153539,7.934197887333505e-05,0,high,237.6492943833333
sc_03204_1b12f92408,2.357009098376835,0.9528598180324633,1.2437911326956142e-05,0,medium,105.83742118333333
sc_03221_423bb84f55,19.778105026107394,0.6044378994778521,2.3294160047784385e-89,0,low,172.04674343333332
sc_03238_ee8cdbe6e2,0.6173053136843586,0.9876538937263128,0.0001652903290686424,0,high,58.93638193333334
sc_03255_5df8d1d486,3.226562767282918,0.9354687446543416,1.097883471236826e-06,0,medium,171.01331205
sc_03272_a8842dd7e0,0.3964799788907768,0.9920704004221844,0.00018486522457110874,0,critical,249.42311601666668
sc_03289_52d968d4a8,15.591670799430958,0.6881665840113809,3.2940300351945904e-57,0,low,291.3292216
sc_03306_0023b0d9a7,29.87339536981192,0.40253209260376155,3.418822835738806e-198,0,low,42.13776798333333
sc_03323_4b63617cf4,1.5675484840579261,0.9686490303188415,5.854151114035918e-05,0,high,186.92631153333332
sc_03340_8b9bc17f6e,17.698635789901864,0.6460272842019628,1.9418470674575152e-72,0,low,128.15480325000001
sc_03357_736136523d,8.354322040404968,0.8329135591919006,1.4020908530468373e-19,0,low,84.95651665
sc_03374_c11b6be17e,1.1524481572069687,0.9769510368558606,0.00010294711339934909,0,high,195.82098388333333
sc_03391_e3a31f216b,0.367030629072432,0.9926593874185513,0.0001869550783201773,0,critical,189.20654543333333
sc_03408_63dd2da639,17.101254465326495,0.65797491069347,6.338626954791508e-68,0,low,317.4328040333333
sc_03425_3764a681e8,5.5538344151890895,0.8889233116962182,4.015438594751985e-11,0,medium,255.78779930000002
sc_03442_271521dbb9,0.7263116482417249,0.9854737670351655,0.00015361960359708257,0,high,332.90104611666663
sc_03459_2a5007f8a9,0.3520816049547266,0.9929583679009054,0.00018796256877146877,0,critical,182.07081293333334
sc_03476_81f77731bd,4.800077854279092,0.9039984429144181,1.9872482028642804e-09,0,medium,71.6837776
sc_03493_e631e38efd,22.12861128418269,0.5574277743163463,9.548793165759207e-111,0,low,165.2001899
sc_03510_3fc3fc0af5,14.720353134528407,0.7055929373094318,1.7877926637466008e-51,0,low,357.9896387333334
sc_03527_2690d8c3ac,24.140463902846307,0.5171907219430738,5.867862687845184e-131,0,low,184.75767265000002
sc_03544_c3444d58fa,38.067324925924346,0.2386535014815131,4.56853e-319,0,low,181.85230413333332
sc_03561_c0b62dd18c,0.7944064141626065,0.9841118717167479,0.00014586888161034544,0,high,251.15537375
sc_03578_c01ae9a47f,18.228449592108614,0.6354310081578277,1.4298917936311658e-76,0,low,148.29619481666666
sc_03595_171a57bd47,6.779588178618707,0.8644082364276259,2.0954914132585393e-14,0,medium,147.75925506666667
sc_03612_052b27112b,1.354312977163444,0.9729137404567311,7.993607482013421e-05,0,high,331.57879968333333
sc_03629_70b796499d,0.5963888386190563,0.9880722232276189,0.00016740153544700777,0,high,230.13299425
sc_03646_63e339c047,34.58460439503956,0.3083079120992087,3.9651335886971055e-264,0,low,110.11219045
sc_03663_57998fc976,0.9811746171436845,0.9803765076571264,0.0001235830855369705,0,high,317.72451678333334
sc_03680_375602380e,1.5140862475882086,0.9697182750482358,6.35675678220067e-05,0,high,358.01528025
sc_03697_924c9c5b27,1.11704476842708,0.9776591046314584,0.00010716666585385008,0,high,125.12510128333334
sc_03714_885dc8ed05,8.763836651110699,0.824723266977786,4.2140205856820886e-21,0,low,271.40286803333333
sc_03731_ee8e2d71da,7.5183393400533305,0.8496332131989334,1.066285457976663e-16,0,low,162.75501301666665
sc_03748_9f9cb31263,0.25620099677155667,0.9948759800645689,0.00019352393071983903,0,critical,317.83976108333337
sc_03765_3007fcbde3,3.5051298967551605,0.9298974020648968,4.299285746057554e-07,0,medium,236.02505501666667
sc_03782_7badbbb764,3.1722068307190723,0.9365558633856186,1.3063962309664589e-06,0,medium,135.77855858333334
sc_03799_4e2f37cc75,2.2136743970332406,0.9557265120593352,1.7258162098922186e-05,0,medium,162.20921238333332
sc_03816_2b4f1ff24f,0.764562819910085,0.9847087436017983,0.00014930160335637643,0,high,88.91841256666666
sc_03833_48e6983295,0.037360758325125365,0.9992527848334974,0.00019984049596821502,0,critical,189.12911258333332
sc_03850_b004f0b7cd,5.509623981263801,0.889807520374724,5.127828499457086e-11,0,medium,312.85697795000004
sc_03867_7d72b8729a,0.13813178259440054,0.9972373643481119,0.00019808141455260496,0,critical,111.71373633333333
sc_03884_9e498168c1,7.338795946036599,0.8532240810792681,4.0462800778399815e-16,0,low,109.26934096666668
sc_03901_a424003c03,1.9659420763856141,0.9606811584722877,2.8960895088318613e-05,0,high,144.39778711666668
sc_03918_ed1e4e0c7b,0.25906340264343203,0.9948187319471313,0.00019338128376793028,0,high,114.8620253
sc_03935_0f7147901e,27.112634355353,0.45774731289294,4.932975191011449e-164,0,low,91.03413511666666
sc_03952_e62ff9a1fb,34.50182066931452,0.3099635866137096,6.919090652801322e-263,0,low,342.35079878333335
sc_03969_424da64077,3.031827848981928,0.9393634430203615,2.01917067799978e-06,0,medium,335.9927183666667
sc_03986_35e6c215e6,0.22308596838560774,0.9955382806322879,0.00019506565320886438,0,critical,52.123668683333335
sc_04003_3369d67a07,0.5230456830570664,0.9895390863388587,0.0001744158962837248,0,high,63.8515512
sc_04020_37ef83399a,0.2585879714750435,0.9948282405704991,0.0001934050791540039,0,critical,172.35451296666668
sc_04037_7a457dbf48,0.9769376090294304,0.9804612478194114,0.00012409675469739114,0,high,301.0157408833333
sc_04054_d00c50b58e,5.52347032133968,0.8895305935732064,4.7507662691120155e-11,0,medium,92.08500188333333
sc_04071_62bd072be1,1.957335673803312,0.9608532865239338,2.9453932734954896e-05,0,high,183.47685855
sc_04088_b77cb289f3,25.3132362999066,0.493735274001868,1.4984689957895586e-143,0,low,79.19921451666667
sc_04105_a50bd0be7f,15.665057682633131,0.6866988463473374,1.0463516440163246e-57,0,low,88.01936458333333
sc_04122_d34fcc954a,1.8909623596298195,0.9621807528074036,3.3465893570334546e-05,0,high,45.226268166666664
sc_04139_082bca1e44,1.9512069741817255,0.9609758605163655,2.9808792040066044e-05,0,high,137.24010221666668
sc_04156_9920156328,30.20362304086589,0.3959275391826822,1.6838478854244584e-202,0,low,170.34640149999998
sc_04173_dd5201585e,6.155993169826282,0.8768801366034744,1.1823412692377123e-12,0,medium,112.46932941666667
sc_04190_40d9ce6f80,0.5050115431336801,0.9898997691373264,0.0001760400969652461,0,high,327.1657325833333
sc_04207_112b600d10,0.18684424238500832,0.9962631151522998,0.00019651990648697298,0,critical,359.97710036666666
sc_04224_fcb1509b01,0.7097444459391261,0.9858051110812175,0.00015545774628401908,0,high,158.09806065
sc_04241_87a7fffd88,2.3270051031622554,0.9534598979367549,1.3343264384574416e-05,0,medium,265.29182588333333
sc_04258_801482fb21,5.477465677239364,0.8904506864552127,6.118565633017025e-11,0,medium,55.134168683333336
sc_04275_12c8c6d384,4.021336369409562,0.9195732726118088,6.163365255162053e-08,0,medium,143.91058704999998
sc_04292_caa4bceb86,0.335480786778982,0.9932903842644204,0.00018903823935114574,0,high,359.6715766666667
sc_04309_1f7593934f,0.22726089392356946,0.9954547821215286,0.0001948823799261553,0,critical,343.94106725
sc_04326_361cb594da,3.518650677062926,0.9296269864587414,4.099931040485736e-07,0,medium,60.98276046666667
sc_04343_efdd624d9c,15.24074138783457,0.6951851722433087,7.3625088531841e-55,0,low,231.6896523
sc_04360_76b9de8bff,10.10151533444718,0.7979696933110564,1.3975416458358112e-26,0,low,172.49887296666665
sc_04377_e5cb19ede0,0.6371982035778536,0.9872560359284429,0.00016324087900672092,0,high,286.78686036666664
sc_04394_ceb9dd6cf5,1.640646536828798,0.967187069263424,5.206492069243241e-05,0,high,211.6958863
