scenario_id,rel_x,rel_y,rel_z,rel_vx,rel_vy,rel_vz,time_to_tca_min,miss_distance_km,risk_score,approx_pc,primary_altitude_km,delta_v_budget_mps,action_id,delta_v_mps,time_offset_min,dir_along,dir_against,dir_radial_out,dir_radial_in,dir_none,new_miss_km,new_pc,candidate_score,is_optimal,optimal_action_id,risk_level
sc_00093_8159dcf6fa,0.934247360845716,0.5007613580217577,0.45843946839813904,-0.9247231219502654,0.6664055449437474,0.17170447924134805,355.21182419999997,1.15487956736629,0.9769024086526742,0.00010265877707292503,394.4423766733362,2.0,7,0.1,45.0,0.0,0.0,1.0,0.0,0.0,1.3629787616518285,7.900054059816353e-05,0.06486930473661141,0,0,high
sc_00093_8159dcf6fa,0.934247360845716,0.5007613580217577,0.45843946839813904,-0.9247231219502654,0.6664055449437474,0.17170447924134805,355.21182419999997,1.15487956736629,0.9769024086526742,0.00010265877707292503,394.4423766733362,2.0,8,0.1,45.0,0.0,0.0,0.0,1.0,0.0,0.9775390148359019,0.00012402384966679454,0.026325330055018747,0,0,high
sc_00093_8159dcf6fa,0.934247360845716,0.5007613580217577,0.45843946839813904,-0.9247231219502654,0.6664055449437474,0.17170447924134805,355.21182419999997,1.15487956736629,0.9769024086526742,0.00010265877707292503,394.4423766733362,2.0,9,0.5,90.0,1.0,0.0,0.0,0.0,0.0,2.7096563606985553,5.090956091651098e-06,-0.08617722107300163,0,0,high
sc_00110_2e74ffebdb,15.703741441499302,-0.4024136607494192,-16.71106157520553,2.4013336778945695,5.576415919890151,8.662155253242018,337.0626278,22.935322343192194,0.5412935531361561,1.2208424027027163e-118,400.00610563043574,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.935322343192194,1.2208424027027163e-118,1.0,1,0,low
sc_00110_2e74ffebdb,15.703741441499302,-0.4024136607494192,-16.71106157520553,2.4013336778945695,5.576415919890151,8.662155253242018,337.0626278,22.935322343192194,0.5412935531361561,1.2208424027027163e-118,400.00610563043574,2.0,1,0.05,45.0,1.0,0.0,0.0,0.0,0.0,22.97921050697096,4.4578860945998295e-119,0.9642857142857143,0,0,low
sc_00110_2e74ffebdb,15.703741441499302,-0.4024136607494192,-16.71106157520553,2.4013336778945695,5.576415919890151,8.662155253242018,337.0626278,22.935322343192194,0.5412935531361561,1.2208424027027163e-118,400.00610563043574,2.0,2,0.15,45.0,1.0,0.0,0.0,0.0,0.0,23.06910649762559,5.627623259087302e-120,0.8928571428571428,0,0,low
sc_00110_2e74ffebdb,15.703741441499302,-0.4024136607494192,-16.71106157520553,2.4013336778945695,5.576415919890151,8.662155253242018,337.0626278,22.935322343192194,0.5412935531361561,1.2208424027027163e-118,400.00610563043574,2.0,3,0.3,60.0,1.0,0.0,0.0,0.0,0.0,23.990488786877787,2.1666495611370543e-129,0.7857142857142857,0,0,low
sc_00110_2e74ffebdb,15.703741441499302,-0.4024136607494192,-16.71106157520553,2.4013336778945695,5.576415919890151,8.662155253242018,337.0626278,22.935322343192194,0.5412935531361561,1.2208424027027163e-118,400.00610563043574,2.0,4,0.05,45.0,0.0,1.0,0.0,0.0,0.0,22.89214617392999,3.283038811544033e-118,0.9642857142857143,0,0,low
sc_00110_2e74ffebdb,15.703741441499302,-0.4024136607494192,-16.71106157520553,2.4013336778945695,5.576415919890151,8.662155253242018,337.0626278,22.935322343192194,0.5412935531361561,1.2208424027027163e-118,400.00610563043574,2.0,5,0.15,45.0,0.0,1.0,0.0,0.0,0.0,22.80794592622209,2.2478439812583117e-117,0.8928571428571428,0,0,low
sc_00110_2e74ffebdb,15.703741441499302,-0.4024136607494192,-16.71106157520553,2.4013336778945695,5.576415919890151,8.662155253242018,337.0626278,22.935322343192194,0.5412935531361561,1.2208424027027163e-118,400.00610563043574,2.0,6,0.3,60.0,0.0,1.0,0.0,0.0,0.0,21.882579138185545,2.1429898003348512e-108,0.7857142857142857,0,0,low
sc_00110_2e74ffebdb,15.703741441499302,-0.4024136607494192,-16.71106157520553,2.4013336778945695,5.576415919890151,8.662155253242018,337.0626278,22.935322343192194,0.5412935531361561,1.2208424027027163e-118,400.00610563043574,2.0,7,0.1,45.0,0.0,0.0,1.0,0.0,0.0,23.190968722345108,3.3597826626440643e-121,0.9285714285714286,0,0,low
sc_00110_2e74ffebdb,15.703741441499302,-0.4024136607494192,-16.71106157520553,2.4013336778945695,5.576415919890151,8.662155253242018,337.0626278,22.935322343192194,0.5412935531361561,1.2208424027027163e-118,400.00610563043574,2.0,8,0.1,45.0,0.0,0.0,0.0,1.0,0.0,22.680008635171923,4.1243083091000363e-116,0.9285714285714286,0,0,low
sc_00110_2e74ffebdb,15.703741441499302,-0.4024136607494192,-16.71106157520553,2.4013336778945695,5.576415919890151,8.662155253242018,337.0626278,22.935322343192194,0.5412935531361561,1.2208424027027163e-118,400.00610563043574,2.0,9,0.5,90.0,1.0,0.0,0.0,0.0,0.0,22.412094204363108,1.7314368213141335e-113,0.6428571428571428,0,0,low
sc_00161_01f9c6ad8e,1.1127423724332757,-0.2217572894123445,-0.9627794839575555,0.25326042455913556,2.0855408286868955,1.3381151494093324,184.64117003333334,1.4880578676736742,0.9702388426465265,6.610008068552354e-05,386.36061559515747,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4880578676736742,6.610008068552354e-05,0.14880578676736742,1,0,high
sc_00161_01f9c6ad8e,1.1127423724332757,-0.2217572894123445,-0.9627794839575555,0.25326042455913556,2.0855408286868955,1.3381151494093324,184.64117003333334,1.4880578676736742,0.9702388426465265,6.610008068552354e-05,386.36061559515747,1.0,1,0.05,45.0,1.0,0.0,0.0,0.0,0.0,1.3652705518410833,7.875397247422117e-05,0.1008127694698226,0,0,high
sc_00161_01f9c6ad8e,1.1127423724332757,-0.2217572894123445,-0.9627794839575555,0.25326042455913556,2.0855408286868955,1.3381151494093324,184.64117003333334,1.4880578676736742,0.9702388426465265,6.610008068552354e-05,386.36061559515747,1.0,2,0.15,45.0,1.0,0.0,0.0,0.0,0.0,1.1280995541539427,0.00010584509883438089,0.005667098272537113,0,0,high
sc_00161_01f9c6ad8e,1.1127423724332757,-0.2217572894123445,-0.9627794839575555,0.25326042455913556,2.0855408286868955,1.3381151494093324,184.64117003333334,1.4880578676736742,0.9702388426465265,6.610008068552354e-05,386.36061559515747,1.0,3,0.3,60.0,1.0,0.0,0.0,0.0,0.0,0.9248812554871283,0.00013039358704262146,-0.12179758873700147,0,0,high
sc_00161_01f9c6ad8e,1.1127423724332757,-0.2217572894123445,-0.9627794839575555,0.25326042455913556,2.0855408286868955,1.3381151494093324,184.64117003333334,1.4880578676736742,0.9702388426465265,6.610008068552354e-05,386.36061559515747,1.0,4,0.05,45.0,0.0,1.0,0.0,0.0,0.0,1.6127984236619863,5.4477514404340196e-05,0.1255655566519129,0,0,high
sc_00161_01f9c6ad8e,1.1127423724332757,-0.2217572894123445,-0.9627794839575555,0.25326042455913556,2.0855408286868955,1.3381151494093324,184.64117003333334,1.4880578676736742,0.9702388426465265,6.610008068552354e-05,386.36061559515747,1.0,5,0.15,45.0,0.0,1.0,0.0,0.0,0.0,1.8665673925708441,3.503524806597742e-05,0.07951388211422727,0,0,high
sc_00161_01f9c6ad8e,1.1127423724332757,-0.2217572894123445,-0.9627794839575555,0.25326042455913556,2.0855408286868955,1.3381151494093324,184.64117003333334,1.4880578676736742,0.9702388426465265,6.610008068552354e-05,386.36061559515747,1.0,6,0.3,60.0,0.0,1.0,0.0,0.0,0.0,2.4302319021730407,1.0438481213167472e-05,0.028737475931589762,0,0,high
sc_00161_01f9c6ad8e,1.1127423724332757,-0.2217572894123445,-0.9627794839575555,0.25326042455913556,2.0855408286868955,1.3381151494093324,184.64117003333334,1.4880578676736742,0.9702388426465265,6.610008068552354e-05,386.36061559515747,1.0,7,0.1,45.0,0.0,0.0,1.0,0.0,0.0,1.4136863494865637,7.36307501659902e-05,0.06994006352008493,0,0,high
sc_00161_01f9c6ad8e,1.1127423724332757,-0.2217572894123445,-0.9627794839575555,0.25326042455913556,2.0855408286868955,1.3381151494093324,184.64117003333334,1.4880578676736742,0.9702388426465265,6.610008068552354e-05,386.36061559515747,1.0,8,0.1,45.0,0.0,0.0,0.0,1.0,0.0,1.6049683300197537,5.516807776552776e-05,0.08906826157340393,0,0,high
sc_00161_01f9c6ad8e,1.1127423724332757,-0.2217572894123445,-0.9627794839575555,0.25326042455913556,2.0855408286868955,1.3381151494093324,184.64117003333334,1.4880578676736742,0.9702388426465265,6.610008068552354e-05,386.36061559515747,1.0,9,0.5,90.0,1.0,0.0,0.0,0.0,0.0,4.079669025699734,4.866475603237027e-08,0.050824045427116216,0,0,high
sc_00178_cb4bcc0fb6,0.5283033820117362,-1.117275023972065,6.508046464058602,1.1420815996928755,-6.189346679010245,-3.7714763126971977,281.0730978333333,6.62435481545052,0.8675129036909897,5.930174501396909e-14,384.17089251888956,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.62435481545052,5.930174501396909e-14,0.6624354815450519,1,0,low
sc_00178_cb4bcc0fb6,0.5283033820117362,-1.117275023972065,6.508046464058602,1.1420815996928755,-6.189346679010245,-3.7714763126971977,281.0730978333333,6.62435481545052,0.8675129036909897,5.930174501396909e-14,384.17089251888956,2.0,1,0.05,45.0,1.0,0.0,0.0,0.0,0.0,6.694781664543807,3.710208700505807e-14,0.633763880740095,0,0,low
sc_00178_cb4bcc0fb6,0.5283033820117362,-1.117275023972065,6.508046464058602,1.1420815996928755,-6.189346679010245,-3.7714763126971977,281.0730978333333,6.62435481545052,0.8675129036909897,5.930174501396909e-14,384.17089251888956,2.0,2,0.15,45.0,1.0,0.0,0.0,0.0,0.0,6.841454608909634,1.3750465342940428e-14,0.5770026037481062,0,0,low
sc_00178_cb4bcc0fb6,0.5283033820117362,-1.117275023972065,6.508046464058602,1.1420815996928755,-6.189346679010245,-3.7714763126971977,281.0730978333333,6.62435481545052,0.8675129036909897,5.930174501396909e-14,384.17089251888956,2.0,3,0.3,60.0,1.0,0.0,0.0,0.0,0.0,7.378347299472582,3.024620393758602e-16,0.5235490156615439,0,0,low
sc_00178_cb4bcc0fb6,0.5283033820117362,-1.117275023972065,6.508046464058602,1.1420815996928755,-6.189346679010245,-3.7714763126971977,281.0730978333333,6.62435481545052,0.8675129036909897,5.930174501396909e-14,384.17089251888956,2.0,4,0.05,45.0,0.0,1.0,0.0,0.0,0.0,6.555951640002619,9.307271465734953e-14,0.6198808782859763,0,0,low
sc_00178_cb4bcc0fb6,0.5283033820117362,-1.117275023972065,6.508046464058602,1.1420815996928755,-6.189346679010245,-3.7714763126971977,281.0730978333333,6.62435481545052,0.8675129036909897,5.930174501396909e-14,384.17089251888956,2.0,5,0.15,45.0,0.0,1.0,0.0,0.0,0.0,6.42547292237654,2.1706485917694097e-13,0.5354044350947968,0,0,low
sc_00178_cb4bcc0fb6,0.5283033820117362,-1.117275023972065,6.508046464058602,1.1420815996928755,-6.189346679010245,-3.7714763126971977,281.0730978333333,6.62435481545052,0.8675129036909897,5.930174501396909e-14,384.17089251888956,2.0,6,0.3,60.0,0.0,1.0,0.0,0.0,0.0,5.971343615161553,3.6220432970928023e-12,0.382848647230441,0,0,low
sc_00178_cb4bcc0fb6,0.5283033820117362,-1.117275023972065,6.508046464058602,1.1420815996928755,-6.189346679010245,-3.7714763126971977,281.0730978333333,6.62435481545052,0.8675129036909897,5.930174501396909e-14,384.17089251888956,2.0,7,0.1,45.0,0.0,0.0,1.0,0.0,0.0,6.751266798091005,2.5379969772402522e-14,0.6036981083805291,0,0,low
sc_00178_cb4bcc0fb6,0.5283033820117362,-1.117275023972065,6.508046464058602,1.1420815996928755,-6.189346679010245,-3.7714763126971977,281.0730978333333,6.62435481545052,0.8675129036909897,5.930174501396909e-14,384.17089251888956,2.0,8,0.1,45.0,0.0,0.0,0.0,1.0,0.0,6.506177838251812,1.2882108232035388e-13,0.5791892123966098,0,0,low
sc_00178_cb4bcc0fb6,0.5283033820117362,-1.117275023972065,6.508046464058602,1.1420815996928755,-6.189346679010245,-3.7714763126971977,281.0730978333333,6.62435481545052,0.8675129036909897,5.930174501396909e-14,384.17089251888956,2.0,9,0.5,90.0,1.0,0.0,0.0,0.0,0.0,5.829980815845217,8.340215345491204e-12,0.22585522444166456,0,0,low
sc_00195_e10439040f,-0.06307200851507315,-1.3614906191070646,0.8182124872968831,1.2802100049905256,-1.95158007361145,-0.6028536544963625,41.33562821666667,1.5896875348769695,0.9682062493024606,5.6531074887329226e-05,396.582945509228,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5896875348769695,5.6531074887329226e-05,0.15896875348769696,1,0,medium
sc_00195_e10439040f,-0.06307200851507315,-1.3614906191070646,0.8182124872968831,1.2802100049905256,-1.95158007361145,-0.6028536544963625,41.33562821666667,1.5896875348769695,0.9682062493024606,5.6531074887329226e-05,396.582945509228,1.0,1,0.05,45.0,1.0,0.0,0.0,0.0,0.0,1.5450309904687234,6.062918239864599e-05,0.11878881333258662,0,0,medium
sc_00195_e10439040f,-0.06307200851507315,-1.3614906191070646,0.8182124872968831,1.2802100049905256,-1.95158007361145,-0.6028536544963625,41.33562821666667,1.5896875348769695,0.9682062493024606,5.6531074887329226e-05,396.582945509228,1.0,2,0.15,45.0,1.0,0.0,0.0,0.0,0.0,1.4887912437409958,6.6027974066152e-05,0.041736267231242435,0,0,medium
sc_00195_e10439040f,-0.06307200851507315,-1.3614906191070646,0.8182124872968831,1.2802100049905256,-1.95158007361145,-0.6028536544963625,41.33562821666667,1.5896875348769695,0.9682062493024606,5.6531074887329226e-05,396.582945509228,1.0,3,0.3,60.0,1.0,0.0,0.0,0.0,0.0,2.26040661284285,1.5545229239192696e-05,0.011754946998570687,0,0,medium
sc_00195_e10439040f,-0.06307200851507315,-1.3614906191070646,0.8182124872968831,1.2802100049905256,-1.95158007361145,-0.6028536544963625,41.33562821666667,1.5896875348769695,0.9682062493024606,5.6531074887329226e-05,396.582945509228,1.0,4,0.05,45.0,0.0,1.0,0.0,0.0,0.0,1.6442451628567034,5.1758126692380045e-05,0.12871023057138462,0,0,medium
sc_00195_e10439040f,-0.06307200851507315,-1.3614906191070646,0.8182124872968831,1.2802100049905256,-1.95158007361145,-0.6028536544963625,41.33562821666667,1.5896875348769695,0.9682062493024606,5.6531074887329226e-05,396.582945509228,1.0,5,0.15,45.0,0.0,1.0,0.0,0.0,0.0,1.7792592699341405,4.107886965885906e-05,0.0707830698505569,0,0,medium
sc_00195_e10439040f,-0.06307200851507315,-1.3614906191070646,0.8182124872968831,1.2802100049905256,-1.95158007361145,-0.6028536544963625,41.33562821666667,1.5896875348769695,0.9682062493024606,5.6531074887329226e-05,396.582945509228,1.0,6,0.3,60.0,0.0,1.0,0.0,0.0,0.0,1.50916362986349,6.404230035325763e-05,-0.0633693512993653,0,0,medium
sc_00195_e10439040f,-0.06307200851507315,-1.3614906191070646,0.8182124872968831,1.2802100049905256,-1.95158007361145,-0.6028536544963625,41.33562821666667,1.5896875348769695,0.9682062493024606,5.6531074887329226e-05,396.582945509228,1.0,7,0.1,45.0,0.0,0.0,1.0,0.0,0.0,1.7911918567182332,4.0213133254098236e-05,0.1076906142432519,0,0,medium
sc_00195_e10439040f,-0.06307200851507315,-1.3614906191070646,0.8182124872968831,1.2802100049905256,-1.95158007361145,-0.6028536544963625,41.33562821666667,1.5896875348769695,0.9682062493024606,5.6531074887329226e-05,396.582945509228,1.0,8,0.1,45.0,0.0,0.0,0.0,1.0,0.0,1.4112564081387617,7.388387612245968e-05,0.06969706938530475,0,0,medium
sc_00195_e10439040f,-0.06307200851507315,-1.3614906191070646,0.8182124872968831,1.2802100049905256,-1.95158007361145,-0.6028536544963625,41.33562821666667,1.5896875348769695,0.9682062493024606,5.6531074887329226e-05,396.582945509228,1.0,9,0.5,90.0,1.0,0.0,0.0,0.0,0.0,3.669832547204849,2.3812851441790743e-07,0.009840397577627724,0,0,medium
sc_00229_10d147b80e,0.06488696572448745,0.21159788341170063,0.2932989071103607,-6.847873037386544,2.3130149637828596,4.461694290703125,320.8288506,0.36743466289583304,0.9926513067420834,0.0001869273438017777,397.8982282351526,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.36743466289583304,0.0001869273438017777,0.0036743466289583305,1,0,critical
sc_00229_10d147b80e,0.06488696572448745,0.21159788341170063,0.2932989071103607,-6.847873037386544,2.3130149637828596,4.461694290703125,320.8288506,0.36743466289583304,0.9926513067420834,0.0001869273438017777,397.8982282351526,0.5,1,0.05,45.0,1.0,0.0,0.0,0.0,0.0,0.34088081968526274,0.00018869336956914892,-0.032305477517433095,0,0,critical
sc_00229_10d147b80e,0.06488696572448745,0.21159788341170063,0.2932989071103607,-6.847873037386544,2.3130149637828596,4.461694290703125,320.8288506,0.36743466289583304,0.9926513067420834,0.0001869273438017777,397.8982282351526,0.5,2,0.15,45.0,1.0,0.0,0.0,0.0,0.0,0.4335120952097425,0.00018204618140966878,-0.10280773619075972,0,0,critical
sc_00229_10d147b80e,0.06488696572448745,0.21159788341170063,0.2932989071103607,-6.847873037386544,2.3130149637828596,4.461694290703125,320.8288506,0.36743466289583304,0.9926513067420834,0.0001869273438017777,397.8982282351526,0.5,3,0.3,60.0,1.0,0.0,0.0,0.0,0.0,0.7620553257959063,0.00014958761060111081,-0.13808018170612368,0,0,critical
sc_00229_10d147b80e,0.06488696572448745,0.21159788341170063,0.2932989071103607,-6.847873037386544,2.3130149637828596,4.461694290703125,320.8288506,0.36743466289583304,0.9926513067420834,0.0001869273438017777,397.8982282351526,0.5,4,0.05,45.0,0.0,1.0,0.0,0.0,0.0,0.43619574707400843,0.00018183387927877387,-0.031352328243545634,0,0,critical
